Title,URL,Companies,Topic,Difficulty,Problem,Solution
Mother Vertex,https://www.interviewbit.com/problems/mother-vertex/,Paytm,Graph Data Structure & Algorithms,medium,"Problem Description
 
 

You are given a directed graph with A vertices and M edges.

You are given an array B with dimensions M x 2, where each row denotes a directed edge from Bi, 0 to Bi, 1.

You need to find if there exists a mother vertex in the given graph. Return 1 if it exists, otherwise 0.

A mother vertex is defined as a vertex from which all the vertices in the graph are accessible by a directed path.



Problem Constraints
1 <= A <= 105
1 <= M <= 2 * 105
1 <= Bi, 0, Bi, 1 <= A
There can be duplicate edges or self loops in the input graph.


Input Format
The first argument is the integer A. The second argument is the 2D integer array B.


Output Format
Return a single integer 1 if a mother vertex exists, otherwise 0.


Example Input
Input 1:
A = 3
B = [[1, 3], [2, 3], [1, 3]]
Input 2:

A = 3
B = [[1, 3], [2, 3], [3, 2]]


Example Output
Output 1:
0
Output 2:

1


Example Explanation
Explanation 1:
There is no vertex from which all the other vertices are accessible.
Note there can be duplicate edges.
Explanation 2:

Vertex 1 is the mother vertex. We can reach 2 using 1 -> 3 -> 2. We can reach 3 using 1 -> 3","vector < vector < int >> adj;
void DFS(int src, vector < bool > & vis) {
    vis[src] = true;
    for (auto &x: adj[src]) {
        if (!vis[x]) {
            DFS(x, vis);
        }
    }
}
int Solution::motherVertex(int A, vector < vector < int > > & B) {
    adj.clear();
    adj.resize(A + 1);
    vector < bool > vis(A + 1), check(A + 1);
    for (int i = 0; i < B.size(); i++) {
        adj[B[i][0]].push_back(B[i][1]);
    }
    int mother = 0;
    for (int i = 1; i <= A; i++) {
        if (!vis[i]) {
            mother = i;
            DFS(i, vis);
        }
    }
    DFS(mother, check);
    for (int i = 1; i <= A; i++) {
        if (!check[i])
            return 0;
    }
    return 1;
}"
Dice Throw,https://www.interviewbit.com/problems/dice-throw/,N/A,Dynamic Programming,medium,"Problem Description
 
 

You are given A dices with faces numbered from 1 to B.

You have to find out the number of ways to get to sum C.

Since, the number can be large, output the answer modulo 109 + 7.



Problem Constraints
1 <= A, B, C <= 103


Input Format
The first argument is the integer A.
The second argument is the integer B.
The third argument is the integer C.


Output Format
Return a single integer denoting the number of ways to get to the required sum modulo 109 + 7.


Example Input
Input 1:
A = 2
B = 4
C = 5
Input 2:

A = 2
B = 4
C = 1


Example Output
Output 1:
4
Output 2:

0


Example Explanation
Explanation 1:
There are 4 different ways to arrange the dices - [1, 4], [2, 3], [3, 2], [4, 1].
Explanation 2:

Since, the dices are numbered from 1. 2 dices will have the minimum sum of 2. 
Therefore, there are zero ways to get to sum 1.
","int Solution::findDiceSum(int A, int B, int C) {
    long dp[A + 1][C + 1];
    long mod = (long) 1e9 + 7;
    for (int i = 0; i <= A; i++)
        for (int j = 0; j <= C; j++)
            dp[i][j] = 0;
    dp[0][0] = 1;
    for (int i = 1; i <= A; i++) {
        for (int j = i; j <= C; j++) {
            dp[i][j] = (dp[i][j - 1] + dp[i - 1][j - 1]) % mod;
            if (j - B - 1 >= 0)
                dp[i][j] = (dp[i][j] - dp[i - 1][j - B - 1] + mod) % mod;
        }
    }
    return (int) dp[A][C];
}"
Set Intersection,https://www.interviewbit.com/problems/set-intersection/,Uber,Arrays,medium,"Problem Description
 
 

An integer interval [X, Y] (for integers X < Y) is a set of all consecutive integers from X to Y, including X and Y.

You are given a 2D array A with dimensions N x 2, where each row denotes an interval.

Find the minimum size of a set S such that for every integer interval Z in A, the intersection of S with Z has a size of at least two.



Problem Constraints
1 <= N <= 105
1 <= A[i][0] < A[i][1] <= 109


Input Format
The first argument is a 2D integer array A.


Output Format
Return a single integer denoting the minimum size of S.


Example Input
Input 1:
A = [[1, 3], [1, 4], [2, 5], [3, 5]]
Input 2:

A = [[1, 2], [2, 3], [2, 4], [4, 5]]


Example Output
Output 1:
3
Output 2:

5


Example Explanation
Explanation 1:
Consider the set S = {2, 3, 4}.  For each interval, there are at least 2 elements from S in the interval.
Also, there isn't a smaller size set that fulfills the above condition.
Thus, we output the size of this set, which is 3.
Explanation 2:

An example of a minimum sized set is {1, 2, 3, 4, 5}.","bool comp(const vector < int > & A,
    const vector < int > & B) {
    if (A[1] != B[1])
        return A[1] < B[1];
    return A[0] < B[0];
}
int Solution::setIntersection(vector < vector < int > > & A) {
    int n = A.size();
    sort(A.begin(), A.end(), comp);
    vector < int > res;
    res.push_back(A[0][1] - 1);
    res.push_back(A[0][1]);
    for (int i = 1; i < n; i++) {
        int start = A[i][0];
        int end = A[i][1];
        int size = res.size();
        int last = res[size - 1];
        int secondLast = res[size - 2];
        if (start > last) {
            res.push_back(end - 1);
            res.push_back(end);
        } else if (start == last) {
            res.push_back(end);
        } else if (start > secondLast) {
            res.push_back(end);
        }
    }
    return res.size();
}"
Find Variance,https://www.interviewbit.com/problems/find-variance/,Amazon,Descriptive Statistics,easy,"Problem Description

Given an array A containing N integers, find the variance of the array. Return your answer up to 2 decimal points.


Problem Constraints

1 <= N <= 1000 1 <= A[i] <= 1000


Input Format

First argument is an integer, N, denoting the length of the input array Second line consists of N elements, separated by space


Output Format

Return a float value as specified in the question


Example Input

Input 1: N = 10 A = [99, 81, 4, 74, 9, 79, 45, 25, 44, 86]


Example Output

Output 1: 1034.64


Example Explanation

Mean = 54.6, simply apply the formula of variance to get 1034.64
","string Solution::solve(vector<int> &A) {

    double st = 0;

    double n = A.size();

    for(int i=0; i<n; i++)

        st += A[i];

    double mean = st/n;

    st=0;

    for(auto x:A)

        st += pow(x-mean,2);

    st /= n;

    

    // For rounding off

    st *= 100;

    st = round(st);

    string s = to_string(st/100);

    size_t p = s.find('.');

    return s.substr(0,p+3);

}"
Distribution Percentage,https://www.interviewbit.com/problems/distribution-percentage/,Amazon,Probability,easy,"What percentage of values lies between Mean and one Standard deviation(both positive and negative) in a normal distribution?98
65
68
50
95",N/A
Median over mean,https://www.interviewbit.com/problems/median-over-mean/,Google,Descriptive Statistics,easy,"In what situation would you consider median over mean as the representative of the distribution?When the data size is very large
When the data is negative
When the data is lesser in number
When the data contains outliers
None of these",When the dataset contains outliers the mean will be affected in the wrong way and won’t be the right representative therefore its better to use median.
Probability of Raining,https://www.interviewbit.com/problems/probability-of-raining/,Microsoft,Probability,easy,"You asked your three friends whether it will rain or not and all three affirmed for rain. All three have the probability of 1/3 of lying. What is the probability that it will actually rain?¼
?
½
?
None of these","Ask for the probability of raining first as a follow up, taken as pr

According to conditional probability   p(rain | (yyy))=(p({yyy} | rain).pr)/(p({yyy} | rain)pr + p({yyy} | no rain)pn)=(8pr)/(7pr+1)"
How can he win?,https://www.interviewbit.com/problems/how-can-he-win/,N/A,Probability,easy,"Anshul and Deven take turns in rolling a fair six-sided die. Whoever rolls a “6” first wins the game. Deven starts by rolling first. What’s the probability that Anshul wins?5/11
6/11
10/11
1/2
1/6","Probability of a candidate’s win=1/6 ;          

Probability of candidate losing =1-1/6=5/6;          

Probability of Anshul winning on his first turn=(5/6)(1/6)

Probability of Anshul winning on his second turn=(5/6)(5/6)(5/6)(1/6) and so on

therefore the total probability of Anshul winning would be=5/36 + 125/1296+….

its a GP with sum=5/11"
White Marble Probability,https://www.interviewbit.com/problems/white-marble-probability/,Snapdeal,Probability,easy,"There are 6 marbles in a bag and only one of them is white. You are allowed to draw a marble from the bag 100 times. After drawing a marble, it is placed back in the bag. What is the probability of drawing the white marble at least once??
?
(?)^100
1 - (?)^100
Insufficient Information",P(not drawing white in a turn)= 5/6 P(not drawing white not in any of the 100 turns)=(5/6)100 Therefore P(drawing the white at least once)= 1-(5/6)100
Boy or girl paradox,https://www.interviewbit.com/problems/boy-or-girl-paradox/,Paypal,Probability,easy,"Supposedly a friend of yours has 2 children and at least one of them is a boy. What is the probability that the other is also a boy?1/2
1/3
1/6
2/5
2/3","If at least one is a boy, there are three possible equally likely gender assignations of two siblings. boy-boy, boy-girl,

 or girl-boy. Only 1 in 3 cases or 33 percent are both boys. The lesson here is that when considering equally likely scenarios

 we must consider birth order. If the birth order of the boy is not specified – i.e. if we don’t know if he is the eldest or 

 the youngest – the probability of two boys drops to 1 in 3."
Positive Test Probability,https://www.interviewbit.com/problems/positive-test-probability/,N/A,Probability,easy,"A test has a true positive rate of 100% and a false-positive rate of 5%. There is a population with a 1/1000 rate of having the condition the test identifies. Considering a positive test, what is the probability of having that condition?0.02
0.1
0.05
0.9
0.5","p(A) = 0.001 (This is given in the problem.)

p(notA) = 0.999 (How? You compute this from knowing that p(A) = 0.001)

p(B | notA) = 0.05 This is given to you in the problem.

p(B | A) = 1.00 This, too, is given in the problem.

So: p(A| B) 

= (1.00 x 0.001)/((0.0001 x 1) + (0.05 x 0.999))

= 0.01998 = 0.02

So p(A| B) is approximately 0.02"
Divisible by 60,https://www.interviewbit.com/problems/divisible-by-60/,Flipkart,Math,medium,"Problem Description
 
 

Given a large number represent in the form of an integer array A, where each element is a digit.

You have to find whether there exists any permutation of the array A such that the number becomes divisible by 60.

Return 1 if it exists, 0 otherwise.



Problem Constraints
1 <= |A| <= 105
0 <= Ai <= 9


Input Format
The first argument is an integer array A.


Output Format
Return a single integer '1' if there exists a permutation, '0' otherwise.


Example Input
Input 1:
A = [0, 6]
Input 2:

A = [2, 3]


Example Output
Output 1:
1
Output 2:

0


Example Explanation
Explanation 1:
We can rearrange the digits to form 60, which is divisible by 60.
Explanation 2:

There are only two possible permutations: [23, 32].
Both of them are not divisible by 60.
","int Solution::divisibleBy60(vector < int > & A) {
    bool f0 = false, f2 = false;
    int sum = 0;
    if(A.size() == 1 && A[0] == 0)
        return 1;
    for (int i = 0; i < A.size(); i++) {
        sum += A[i];
        if (A[i] == 0) {
            f0 = true;
        } else if (A[i] % 2 == 0) {
            f2 = true;
        }
    }
    if (sum % 3 == 0 && f0 && f2)
        return 1;
    else return 0;
}"
Powerful Divisors,https://www.interviewbit.com/problems/powerful-divisors/,N/A,Math,hard,"Problem Description
 
 

You are given an integer array A of length N.

For every integer X in the array, you have to find out the number of integers Y, 
such that 1 <= Y <= X, and the number of divisors of Y is a power of 2.

For example, 6 has the following divisors - [1, 2, 3, 6]. This is equal to 4, which is a power of 2.

On the other hand, 9 has the following divisors [1, 3, 9] which is 3, which is not a power of 2.

Return an array containing the answer for every X in the given array.



Problem Constraints
1 <= N <= 105
1 <= Amax <= 106
Sum of Amax over all test cases will not exceed 5 * 106


Input Format
The first argument is the integer array A.


Output Format
Return an array containing the answer for every X in the given array.


Example Input
Input 1:
A = [1, 4]
Input 2:

A = [5, 10]


Example Output
Output 1:
[1, 3]
Output 2:

[4, 8]


Example Explanation
Explanation 1:
The numbers 1, 2, 3 have the required number of divisors.
Explanation 2:

Only 4 and 9 are the numbers less than or equal to 10 which do not have the required number of divisors.
","vector < int > Solution::powerfulDivisors(vector < int > & A) {
    int maxn = 1;
    for (int i = 0; i < A.size(); i++) {
        maxn = max(maxn, A[i]);
    }
    vector < int > div(maxn + 1);
    for (int i = 1; i <= maxn; i++) {
        for (int j = i; j <= maxn; j += i) {
            div[j]++;
        }
    }
    vector < int > count(maxn + 1);
    count[1] = 1;
    for (int i = 2; i <= maxn; i++) {
        int x = div[i];
        if (x == (-x & x))
            count[i] = 1;
    }
    for (int i = 2; i <= maxn; i++) {
        count[i] += count[i - 1];
    }
    vector < int > ans(A.size());
    for (int i = 0; i < ans.size(); i++) {
        ans[i] = count[A[i]];
    }
    return ans;
}"
Path in Matrix,https://www.interviewbit.com/problems/path-in-matrix/,Amazon,Graph Data Structure & Algorithms,medium,"Problem Description
 
 

Given N x N matrix filled with 0, 1, 2, 3.

Find whether there is a path possible from source to destination, traversing through blank cells only. 
 
You can traverse up, down, right, and left. Return a single integer 1 if a path exists, otherwise 0.

A value of cell 1 means Source.
A value of cell 2 means Destination.
A value of cell 3 means Blank cell.
A value of cell 0 means Blank Wall.
Note: there are an only a single source and single destination(sink).


Problem Constraints
2 <= N <= 103
0 <= Ai, j <= 3


Input Format
The first argument is the 2D integer array A.


Output Format
Return a single integer 1 if a path exists, otherwise 0.


Example Input
Input 1:
A = [[1, 0], [0, 2]]
Input 2:

A = [[1, 3], [3, 2]]


Example Output
Output 1:
0
Output 2:

1


Example Explanation
Explanation 1:
The source is blocked by walls on all its sides. So, there is no way to reach the destination.
Explanation 2:

We can take any possible path to reach the destination from the source.
","void dfs(int i, int j, int n, int p, int q, vector<vector<int>> &visited, int x[], int y[], vector<vector<int> > &A, bool &found){
    visited[i][j]=1;
    if(i==p && q==j)
        found=true;
    if(found)
        return;
    for(int k=0;k<4;k++){
        int ni=i+x[k];
        int nj=j+y[k];
        if(ni>=0 && nj>=0 && ni<n && nj<n)
            if(!visited[ni][nj] && A[i][j]!=0)
                dfs(ni,nj,n,p,q,visited,x,y,A,found);
            
    }
}
int Solution::checkPath(vector<vector<int> > &A) {
    int n=A.size();
    vector<vector<int>> visited(n,vector<int>(n,0));
    int x[4]={0,1,0,-1};
    int y[4]={1,0,-1,0};
    int l,h,c=0,p,q;
    for(int i=0;i<n;i++){
        for(int j=0;j<n;j++){
            if(A[i][j]==1){
                l=i;
                h=j;
                c++;
            }
            else if(A[i][j]==2){
                p=i;
                q=j;
                c++;
            }
            else if(c==2)
                break;
            
        }
    }
    bool found=false;
    dfs(l,h,n,p,q,visited,x,y,A,found);
    return visited[p][q];
}"
Consecutive Parent - Child,https://www.interviewbit.com/problems/consecutive-parent-child/,N/A,Tree Data Structure,medium,"Problem Description
 
 

You are given the root of a binary tree A.
You have to find out the number of parent - child relationship whose values are consecutive numbers.



Problem Constraints
1 <= Number of nodes in the tree <= 105


Input Format
The first argument is the root of the binary tree A.


Output Format
Return a single integer denoting the number of consecutive parent - child relationships.


Example Input
Input 1:
A =  2
    / \
   1   3
Input 2:

A =  5
    / \
   1   3
      / \
     1   4


Example Output
Output 1:
2
Output 2:

1


Example Explanation
Explanation 1:
(2, 1) and (2, 3) are the consecutive parent - child relationships.
Explanation 2:

(3, 4) is the only consecutive parent - child relationship.
","/**
 * Definition for binary tree
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
int ans;
void rec(TreeNode* A){
    if(A -> left != NULL){
        if(abs(A -> val - A -> left -> val) == 1){
            ans++;
        }
        rec(A -> left);
    }
    if(A -> right != NULL){
        if(abs(A -> val - A -> right -> val) == 1){
            ans++;
        }
        rec(A -> right);
    }
}
int Solution::consecutiveNodes(TreeNode* A) {
    ans = 0;
    rec(A);
    return ans;
}"
Addition without Summation,https://www.interviewbit.com/problems/addition-without-summation/,Adobe,Math,medium,"Problem Description
 
 

You are given two numbers A and B.

You have to add them without using arithmetic operators and return their sum.



Problem Constraints
1 <= A, B <= 109


Input Format
The first argument is the integer A. The second argument is the integer B.


Output Format
Return a single integer denoting their sum.


Example Input
Input 1:
A = 3
B = 10
Input 2:

A = 6
B = 1


Example Output
Output 1:
13
Output 2:

7


Example Explanation
Explanation 1:
3 + 10 = 13
Explanation 2:

6 + 1 = 7.
Note, you have to add without using arithmetic operators.
","int Solution::addNumbers(int A, int B) {
    while (B != 0) {
        int carry = A & B;
        A = A ^ B;
        B = carry << 1;
    }
    return A;
}"
Hotel Service,https://www.interviewbit.com/problems/hotel-service/,N/A,Stacks And Queues,medium,"Problem Description
 
 

You are travelling to Neverland. After a long journey, you decided to take rest in a hotel for a night.

You have the map of Neverland in the form of 2D matrix A with dimensions N x M. 

The rows are numbered from 1 to N, and the columns are numbered from 1 to M.

You can travel from one cell to any adjacent cell. Two cells are considered adjacent if they share a side.

In the map, there are only two digits, 0 and 1, 
where 1 denotes a hotel in that cell, and 0 denotes an empty cell.

You are also given another 2D array B with dimension Q x 2,
 
where each row denotes a co-ordinate (X, Y) on the map (1 - indexed). 
For each coordinate you have to find the distance to the nearest hotel.

Return an array denoting the answer to each coordinate in the array B.



**Problem Constraints**
1 <= N, M <= 103
1 <= Q <= 105
0 <= A[i][j] <= 1
1 <= B[i][0] <= N
1 <= B[i][1] <= M
There is guranteed to be atleast one hotel on the map.


**Input Format**
The first argument is the 2D integer array A.
The second argument is the 2D integer array B.


**Output Format**
Return an integer array denoting the answer to each coordinate in the array B.


**Example Input**
Input 1:
A = [[0, 0],
     [1, 0]]
B = [[1, 1],
     [2, 1],
     [1, 2]]
Input 2:

A = [[1, 0, 0 1]]
B = [[1, 2],
     [1, 3]]


**Example Output**
Output 1:
[1, 0, 2]
Output 2:

[1, 1]


**Example Explanation**
Explanation 1:
(1, 1) is adjacent to a hotel. (2, 1) has a hotel. (1, 2) is two cells away from the hotel on (2, 1).
Explanation 2:

(1, 2) is adjacent to a hotel on (1, 1). (1, 3) is adjacent to a hotel on (1, 4).
","vector < int > Solution::nearestHotel(vector < vector < int > > & A, vector < vector < int > > & B) {
    int n = A.size();
    int m = A[0].size();
    int inf = 1 << 30;
    int dis[n + 2][m + 2];
    for (int i = 0; i < n + 2; i++)
        for (int j = 0; j < m + 2; j++)
            dis[i][j] = 0;
    queue < pair < int, int >> q;
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < m; j++) {
            if (A[i][j] == 0) {
                dis[i + 1][j + 1] = inf;
            } else {
                dis[i + 1][j + 1] = 0;
                q.push(make_pair(i + 1, j + 1));
            }
        }
    }
    while (!q.empty()) {
        pair curr = q.front();
        q.pop();
        int x = curr.first;
        int y = curr.second;
        if (dis[x][y + 1] == inf) {
            dis[x][y + 1] = dis[x][y] + 1;
            q.push(make_pair(x, y + 1));
        }
        if (dis[x][y - 1] == inf) {
            dis[x][y - 1] = dis[x][y] + 1;
            q.push(make_pair(x, y - 1));
        }
        if (dis[x + 1][y] == inf) {
            dis[x + 1][y] = dis[x][y] + 1;
            q.push(make_pair(x + 1, y));
        }
        if (dis[x - 1][y] == inf) {
            dis[x - 1][y] = dis[x][y] + 1;
            q.push(make_pair(x - 1, y));
        }
    }
    vector < int > ans;
    for (int i = 0; i < B.size(); i++) {
        ans.push_back(dis[B[i][0]][B[i][1]]);
    }
    return ans;
}"
Product probability,https://www.interviewbit.com/problems/product-probability/,N/A,Probability,easy,"If two random variables have a uniform probability distribution between 0 and 1, what is the probability that their product is less than 0.5 (approx.)?0.94
0.75
0.63
0.50
0.85","A quick way to go about it is to visualize a 2 dimensional plane. All the points (x,y) within the square [0,1]x[0,1] fall in the candidate space. The case when xy = 0.5 makes a curve

y=0.5/x,   The area under the curve would represent the cases for which xy <= 0.5 (shown shaded below). Since the area for the square is 1, that area is the sought probability.

The curve intersects the square at [0.5,1] and [1,0.5]. The area under the curve would the be sum of the 2 quadrants (1/4 each) along with the integral of y = 0.5/x under the range 0.5 to 1 yielding

=1/2 + int(0.5->1)(0.5/x)dx=0.85(approx)"
How much did he score?,https://www.interviewbit.com/problems/how-much-did-he-score/,N/A,Descriptive Statistics,easy,"During a cricket match, the mean score of the team was 100 with a standard deviation of 15. If Rahul’s z-score is 1.20, what was his score on the match?134
118
98
108
insufficient information","X= ?+Z? where ? is the mean, ? is the standard deviation and X is the score we’re calculating. 

Therefore X = 100+15*1.2 = 118"
Difference,https://www.interviewbit.com/problems/difference/,N/A,Descriptive Statistics,easy,"How does univariate analysis differ from bivariate analysis?Univariate analysis looks at the relationship between two variables, while bivariate analysis examines one variable.
Univariate analysis is a form of qualitative analysis, while bivariate analysis is a form of quantitative analysis.
Univariate analysis examines one variable, while bivariate analysis looks at the relationship between two variables.
Univariate analysis is a form of quantitative analysis, while bivariate analysis is a form of qualitative analysis.
None of these",N/A
What p-value represents?,https://www.interviewbit.com/problems/what-p-value-represents/,N/A,Inferential Statistics,easy,"The p-value in hypothesis testing represents which of the following: Please select the best answer of those provided below.The probability that the null hypothesis is true, given the observed results
The probability that the observed results are statistically significant, given that the null hypothesis is true
The probability of failing to reject the null hypothesis, given the observed results
The probability of observing results as extreme or more extreme than currently observed, given that the null hypothesis is true
None of the above",N/A
Are they equal?,https://www.interviewbit.com/problems/are-they-equal/,N/A,Inferential Statistics,easy,"The statement that “p(a/b)=p(b/a) whenever a and b are independent events” is Always true
Never true
Not enough information: the relative probability of these events should be known
Not enough information: the fact that whether they are disjoint events or not should be known
None of the above",N/A
Choose for the statement,https://www.interviewbit.com/problems/choose-for-the-statement/,N/A,Inferential Statistics,easy,"Assume that the difference between the observed, paired sample values is defined in the same manner and that the specified significance level is the same for both hypothesis tests. Using the same data, the statement that “a paired/dependent two-sample t-test is equivalent to a one-sample t-test on the paired differences, resulting in the same test statistic, same p-value, and same conclusion” isNever true
Always true
Sometimes true
Not enough information
None of the above",N/A
Which library it is?,https://www.interviewbit.com/problems/which-library-it-is/,N/A,Data Analysis,easy,"Which of the following is/are a/an open-source library and is present on Github?opencv
matplotlib
Numpy
Pandas
All of the above",N/A
What does the code do?,https://www.interviewbit.com/problems/what-does-the-code-do/,N/A,Data Analysis,easy,"What does the following do?

import urllib.request
reqfile = urllib.request.urlopen(‘http://data.pr4e.org/romeo.txt’)

for line in reqfile:

    print(line.decode().strip())It creates a file named 'romeo.txt' in 'data.pr4e.org'
It finds the urls linked to 'data.pr4e.org' and prints it
It opens a file named 'http://data.pr4e.org/romeo.txt' in local storage
It prints the contents of 'romeo.txt' after retrieving it from 'data.pr4e.org'",N/A
2d graphics,https://www.interviewbit.com/problems/2d-graphics/,N/A,Data Analysis,easy,"Which is a python package used for 2D graphics?matplotlib.pyplot
matplotlib.plt
matplotlib.plot
matplotlib.pip
matplotlib.numpy",N/A
Suitable plot type,https://www.interviewbit.com/problems/suitable-plot-type/,N/A,Data Analysis,easy,"Suitable plot typeBar graph
Scatter plot
Pie chart
Line chart
None of the above",N/A
Retrieval protocol,https://www.interviewbit.com/problems/retrieval-protocol/,N/A,Data Analysis,easy,"What protocol can be used to retrieve web pages using python?urllib
bs4
GET
HTTP
None of the above",N/A
2-way communication,https://www.interviewbit.com/problems/2-way-communication/,N/A,Data Analysis,easy,"What provides two-way communication between two different programs in a network?socket
port
http
protocol
None of the above",N/A
Search engine process,https://www.interviewbit.com/problems/search-engine-process/,N/A,Data Analysis,easy,"What is the process by which search engines retrieve webpages and build a search index called?Scrape
Parse
BeautifulSoup
Spider
None of the above",N/A
What does the code print?,https://www.interviewbit.com/problems/what-does-the-code-print/,N/A,Data Analysis,easy,"What does the following block of code print?

url = “https://www.ella.com/”

html = urllib.request.urlopen(url).read()

soup = BeautifulSoup(html, ‘html.parser’)

tags = soup(‘img’)

for tag in tags:

    print(tag.get(‘src’, None))downloads the webpage
prints the images from 'www.ella.com'
prints all the 'img' sources under 'src' from 'www.ella.com'
retrieves and displays the webpage",N/A
Correlation-analysis,https://www.interviewbit.com/problems/correlation-analysis/,N/A,Inferential Statistics,easy,"Correlation analysis is a ___univariate analysis
bivariate analysis
multivariate analysis for more than two variables
Both bivariate and multivariate analysis",N/A
Number of random samples,https://www.interviewbit.com/problems/number-of-random-samples/,N/A,Inferential Statistics,easy,"How many unique simple random samples are possible if you are asked to find 3 from a total of 15?1365
455
105
3003
None of the above","choose(15,3)"
CLT,https://www.interviewbit.com/problems/clt/,N/A,Inferential Statistics,easy,"What does the central limit theorem state?if the sample size increases sampling distribution must approach normal distribution
if the sample size decreases then the sample distribution must approach normal distribution
if the sample size increases then the sampling distribution much approach an exponential distribution
if the sample size decreases then the sampling distribution much approach an exponential distribution
None of the above",N/A
Team Selection,https://www.interviewbit.com/problems/team-selection/,N/A,Inferential Statistics,easy,"Under which sampling does the procedure of selection of FIFA World Cup team fall?Random
Purposive
Systematic
Cluster
None of the above",N/A
Chances to be spam,https://www.interviewbit.com/problems/chances-to-be-spam/,N/A,Probability,easy,"John receives emails that consist of 10% spam of those emails. The spam filter is 90% reliable i.e., 90% of the mails it marks as spam are actually spam and 90% of spam mails are correctly labeled as spam. If a mail is marked spam by her spam filter, determine the probability that it is really spam.50%
84%
40%
20%
60%","P[spam]=0.1, P[marked?spam]=0.9 and P[marked?no spam]=0.1 we find:

P[spam?marked]=P[spam?marked]/P[marked]

=P[marked?spam]P[spam]/(P[marked?spam]P[spam]+P[marked?no spam]P[no spam])

=0.9×0.1/(0.9×0.1+0.1×0.9)=0.5"
Probability of shares of a company,https://www.interviewbit.com/problems/probability-of-shares-of-a-company/,N/A,Probability,easy,"According to your research of publicly traded companies, 60% of the companies that increased their share price by more than 5% in the last three years replaced their CEOs during the period.

At the same time, only 35% of the companies that did not increase their share price by more than 5% in the same period replaced their CEOs. Knowing that the probability that the stock prices grow by more than 5% is 4%, find the probability that the shares of a company that fires its CEO will increase by more than 5%.6.67%
5.00%
5.55%
2.00%
10.50%","P(A) – the probability that the stock price increases by 5%

P(B) – the probability that the CEO is replaced

P(A|B) – the probability of the stock price increases by 5% given that the CEO has been replaced

P(B|A) – the probability of the CEO replacement given the stock price has increased by 5%.

Using the Bayes’ theorem, we can find the required probability:

P(A/B)=(0.60(0.04))/((0.60(0.04))+(0.35*(1-0.04)))=0.067=6.67%"
Normal random variable,https://www.interviewbit.com/problems/normal-random-variable/,N/A,Inferential Statistics,easy,"The formula to calculate standardized normal random variable isu = x ? ? / ?
u = x + ? / ?
u = x ? ? / ?
u = x + ? / ?",N/A
Standard deviation,https://www.interviewbit.com/problems/standard-deviation/,N/A,Probability,easy,"In binomial distribution, the formula for calculating standard deviation issquare root of p
square root of npq
square root of pq
square root of np",N/A
Distribution for discrete,https://www.interviewbit.com/problems/distribution-for-discrete/,N/A,Probability,easy,"Which of the following mentioned standard Probability density functions is applicable to discrete Random Variables?Gaussian distribution
Poisson distribution
Rayleigh distribution
Exponential distribution
None of the options",N/A
Is it a queen?,https://www.interviewbit.com/problems/is-it-a-queen/,N/A,Probability,easy,"A single card is drawn from a standard deck of playing cards. What is the probability that the card is a queen provided that a face card is drawn from the deck of cards?3/13
1/3
5/13
4/13","using Bayes theorem: P(queen given that its a face) = (P(face given that its a queen)/P(face))*P(queen).Since every queen is also a face card, P(face given that its a queen) = 1. The probability of a face card is P(face) = (3/13).

[since there are 3 face cards in each suit (Jack, Queen, King)]. Using Bayes theorem gives P(queen|face) = 13/3?1/13=1/3."
All Possible Combinations,https://www.interviewbit.com/problems/all-possible-combinations/,N/A,Backtracking,medium,"Problem Description
 
 

You are given a array of strings A of length N.

You have to return another string array which contains all possible special strings in Lexicographic order.
 A special string is defined as a string with length equal to N, 
 and ith character of the string is equal to any character of the ith string in the array A.



Problem Constraints
1 <= N <= 5
1 <= |Ai| <= 8


Input Format
The first argument is the string array A.


Output Format
Return a string array consisting of all possible special strings.


Example Input
Input 1:
A = ['ab', 'cd']
Input 2:

A = ['aa', 'bb']


Example Output
Output 1:
['ac', 'ad', 'bc', 'bd']
Output 2:

['ab', 'ab', 'ab', 'ab']


Example Explanation
Explanation 1:
Since, the first character has to be from the 1st string 'ab' and the 2nd from 'cd'.
These are the all possible 4 combinations.
Explanation 2:

Note we can have duplicate strings, you have to add all of them.
","vector < string > ans;
void rec(vector < string > & A, int i, int j, string par) {
    string curr = par;
    if (i == A.size()) {
        ans.push_back(curr);
        return;
    }
    if (j < A[i].length() - 1) {
        rec(A, i, j + 1, curr);
    }
    curr += A[i][j];
    rec(A, i + 1, 0, curr);
}

vector < string > Solution::specialStrings(vector < string > & A) {
    ans.clear();
    string curr = """";
    rec(A, 0, 0, curr);
    
     
    return ans2;
}"
